collected_at,lot_name,free_spaces,occupancy_pct
2026-02-06 21:21:11.847523+00,lot_26,246,43.58
2026-02-06 21:21:11.736267+00,lot_24,80,80.3
2026-02-06 21:21:11.62587+00,lot_6,128,66.93
2026-02-06 21:21:11.393708+00,big_springs_1,269,45.1
2026-02-06 21:16:09.688666+00,lot_50,252,38.98
2026-02-06 21:16:09.577017+00,lot_32,97,62.4
2026-02-06 21:16:09.465931+00,lot_30,737,65.61
2026-02-06 21:16:09.355566+00,lot_26,250,42.66
2026-02-06 21:16:09.243181+00,lot_24,78,80.79
2026-02-06 21:16:09.132092+00,lot_6,128,66.93
2026-02-06 21:16:08.890383+00,big_springs_1,270,44.9
2026-02-06 21:11:13.898249+00,lot_50,250,39.47
2026-02-06 21:11:13.786124+00,lot_32,96,62.79
2026-02-06 21:11:13.675709+00,lot_30,706,67.06
2026-02-06 21:11:13.563651+00,lot_26,247,43.35
2026-02-06 21:11:13.452373+00,lot_24,81,80.05
2026-02-06 21:11:13.340101+00,lot_6,121,68.73
2026-02-06 21:11:13.110393+00,big_springs_1,266,45.71
2026-02-06 21:06:01.887216+00,lot_50,249,39.71
2026-02-06 21:06:01.774771+00,lot_32,92,64.34
2026-02-06 21:06:01.662887+00,lot_30,676,68.46
2026-02-06 21:06:01.552091+00,lot_26,250,42.66
2026-02-06 21:06:01.439826+00,lot_24,80,80.3
2026-02-06 21:06:01.328925+00,lot_6,120,68.99
2026-02-06 21:06:01.100795+00,big_springs_1,264,46.12
2026-02-06 21:01:40.799485+00,lot_50,246,40.44
2026-02-06 21:01:40.689505+00,lot_32,90,65.12
2026-02-06 21:01:40.580499+00,lot_30,650,69.67
2026-02-06 21:01:40.470093+00,lot_26,245,43.81
2026-02-06 21:01:40.361957+00,lot_24,75,81.53
2026-02-06 21:01:40.253892+00,lot_6,117,69.77
2026-02-06 21:01:40.03605+00,big_springs_1,264,46.12
2026-02-06 20:56:03.240115+00,lot_50,244,40.92
2026-02-06 20:56:03.141183+00,lot_32,81,68.6
2026-02-06 20:56:03.041684+00,lot_30,604,71.82
2026-02-06 20:56:02.941602+00,lot_26,247,43.35
2026-02-06 20:56:02.841209+00,lot_24,73,82.02
2026-02-06 20:56:02.740971+00,lot_6,116,70.03
2026-02-06 20:56:02.534375+00,big_springs_1,267,45.51
2026-02-06 20:50:58.957358+00,lot_50,243,41.16
2026-02-06 20:50:58.849001+00,lot_32,83,67.83
2026-02-06 20:50:58.741269+00,lot_30,602,71.91
2026-02-06 20:50:58.632013+00,lot_26,248,43.12
2026-02-06 20:50:58.525212+00,lot_24,76,81.28
2026-02-06 20:50:58.417625+00,lot_6,111,71.32
2026-02-06 20:50:58.20151+00,big_springs_1,265,45.92
2026-02-06 20:45:55.951627+00,lot_50,240,41.89
2026-02-06 20:45:55.843575+00,lot_32,84,67.44
2026-02-06 20:45:55.735131+00,lot_30,605,71.77
2026-02-06 20:45:55.626978+00,lot_26,246,43.58
2026-02-06 20:45:55.519128+00,lot_24,78,80.79
2026-02-06 20:45:55.412337+00,lot_6,112,71.06
2026-02-06 20:45:55.186826+00,big_springs_1,260,46.94
2026-02-06 20:40:58.496727+00,lot_50,243,41.16
2026-02-06 20:40:58.398056+00,lot_32,87,66.28
2026-02-06 20:40:58.298012+00,lot_30,614,71.35
2026-02-06 20:40:58.198326+00,lot_26,247,43.35
2026-02-06 20:40:58.100058+00,lot_24,84,79.31
2026-02-06 20:40:57.99992+00,lot_6,114,70.54
2026-02-06 20:40:57.800992+00,big_springs_1,260,46.94
2026-02-06 20:35:58.883288+00,lot_50,246,40.44
2026-02-06 20:35:58.771923+00,lot_32,88,65.89
2026-02-06 20:35:58.66162+00,lot_30,613,71.4
2026-02-06 20:35:58.549566+00,lot_26,246,43.58
2026-02-06 20:35:58.43709+00,lot_24,83,79.56
2026-02-06 20:35:58.325452+00,lot_6,109,71.83
2026-02-06 20:35:58.096536+00,big_springs_1,258,47.35
2026-02-06 20:31:13.69624+00,lot_50,248,39.95
2026-02-06 20:31:13.588143+00,lot_32,83,67.83
2026-02-06 20:31:13.479446+00,lot_30,622,70.98
2026-02-06 20:31:13.371402+00,lot_26,248,43.12
2026-02-06 20:31:13.264833+00,lot_24,83,79.56
2026-02-06 20:31:13.157003+00,lot_6,106,72.61
2026-02-06 20:31:12.940855+00,big_springs_1,257,47.55
2026-02-06 20:25:48.849837+00,lot_50,252,38.98
2026-02-06 20:25:48.749943+00,lot_32,87,66.28
2026-02-06 20:25:48.650127+00,lot_30,624,70.88
2026-02-06 20:25:48.549161+00,lot_26,249,42.89
2026-02-06 20:25:48.449537+00,lot_24,84,79.31
2026-02-06 20:25:48.349784+00,lot_6,102,73.64
2026-02-06 20:25:48.129427+00,big_springs_1,257,47.55
2026-02-06 20:20:53.389457+00,lot_50,252,38.98
2026-02-06 20:20:53.278443+00,lot_32,88,65.89
2026-02-06 20:20:53.166167+00,lot_30,623,70.93
2026-02-06 20:20:53.05484+00,lot_26,245,43.81
2026-02-06 20:20:52.944972+00,lot_24,81,80.05
2026-02-06 20:20:52.83324+00,lot_6,104,73.13
2026-02-06 20:20:52.612399+00,big_springs_1,255,47.96
2026-02-06 20:16:01.848335+00,lot_50,250,39.47
2026-02-06 20:16:01.736993+00,lot_32,86,66.67
2026-02-06 20:16:01.625078+00,lot_30,608,71.63
2026-02-06 20:16:01.511519+00,lot_26,244,44.04
2026-02-06 20:16:01.399752+00,lot_24,77,81.03
2026-02-06 20:16:01.287387+00,lot_6,105,72.87
2026-02-06 20:16:01.052454+00,big_springs_1,255,47.96
2026-02-06 20:11:11.465517+00,lot_50,246,40.44
2026-02-06 20:11:11.358591+00,lot_32,83,67.83
2026-02-06 20:11:11.251335+00,lot_30,599,72.05
2026-02-06 20:11:11.143304+00,lot_26,244,44.04
2026-02-06 20:11:11.035613+00,lot_24,81,80.05
2026-02-06 20:11:10.92712+00,lot_6,103,73.39
2026-02-06 20:11:10.708355+00,big_springs_1,254,48.16
2026-02-06 20:05:48.459336+00,lot_50,245,40.68
2026-02-06 20:05:48.361043+00,lot_32,75,70.93
2026-02-06 20:05:48.261383+00,lot_30,542,74.71
2026-02-06 20:05:48.163025+00,lot_26,241,44.72
2026-02-06 20:05:48.064031+00,lot_24,77,81.03
2026-02-06 20:05:47.96539+00,lot_6,104,73.13
2026-02-06 20:05:47.756006+00,big_springs_1,255,47.96
2026-02-06 20:01:36.024036+00,lot_50,247,40.19
2026-02-06 20:01:35.917486+00,lot_32,73,71.71
2026-02-06 20:01:35.809104+00,lot_30,512,76.11
2026-02-06 20:01:35.695831+00,lot_26,242,44.5
2026-02-06 20:01:35.587564+00,lot_24,80,80.3
2026-02-06 20:01:35.480413+00,lot_6,104,73.13
2026-02-06 20:01:35.264985+00,big_springs_1,253,48.37
2026-02-06 19:55:54.225731+00,lot_50,247,40.19
2026-02-06 19:55:54.126943+00,lot_32,67,74.03
2026-02-06 19:55:54.029313+00,lot_30,512,76.11
2026-02-06 19:55:53.932251+00,lot_26,238,45.41
2026-02-06 19:55:53.834546+00,lot_24,83,79.56
2026-02-06 19:55:53.7361+00,lot_6,100,74.16
2026-02-06 19:55:53.52841+00,big_springs_1,257,47.55
2026-02-06 19:51:11.386818+00,lot_50,244,40.92
2026-02-06 19:51:11.288476+00,lot_32,68,73.64
2026-02-06 19:51:11.188637+00,lot_30,529,75.31
2026-02-06 19:51:11.088549+00,lot_26,242,44.5
2026-02-06 19:51:10.988295+00,lot_24,85,79.06
2026-02-06 19:51:10.887427+00,lot_6,98,74.68
2026-02-06 19:51:10.685429+00,big_springs_1,256,47.76
2026-02-06 19:46:12.667803+00,lot_50,246,40.44
2026-02-06 19:46:12.558929+00,lot_32,72,72.09
2026-02-06 19:46:12.449594+00,lot_30,544,74.62
2026-02-06 19:46:12.340839+00,lot_26,238,45.41
2026-02-06 19:46:12.231524+00,lot_24,88,78.33
2026-02-06 19:46:12.122028+00,lot_6,104,73.13
2026-02-06 19:46:11.902149+00,big_springs_1,256,47.76
2026-02-06 19:41:10.385445+00,lot_50,245,40.68
2026-02-06 19:41:10.273827+00,lot_32,74,71.32
2026-02-06 19:41:10.162007+00,lot_30,564,73.68
2026-02-06 19:41:10.051408+00,lot_26,240,44.95
2026-02-06 19:41:09.939281+00,lot_24,91,77.59
2026-02-06 19:41:09.826931+00,lot_6,110,71.58
2026-02-06 19:41:09.596861+00,big_springs_1,254,48.16
2026-02-06 19:35:55.310231+00,lot_50,253,38.74
2026-02-06 19:35:55.199848+00,lot_32,75,70.93
2026-02-06 19:35:55.090306+00,lot_30,576,73.12
2026-02-06 19:35:54.978823+00,lot_26,244,44.04
2026-02-06 19:35:54.869468+00,lot_24,97,76.11
2026-02-06 19:35:54.758972+00,lot_6,112,71.06
2026-02-06 19:35:54.533828+00,big_springs_1,251,48.78
2026-02-06 19:30:54.187287+00,lot_50,257,37.77
2026-02-06 19:30:54.089009+00,lot_32,78,69.77
2026-02-06 19:30:53.9904+00,lot_30,589,72.52
2026-02-06 19:30:53.891705+00,lot_26,247,43.35
2026-02-06 19:30:53.791619+00,lot_24,102,74.88
2026-02-06 19:30:53.693001+00,lot_6,111,71.32
2026-02-06 19:30:53.492638+00,big_springs_1,253,48.37
2026-02-06 19:25:58.112928+00,lot_50,258,37.53
2026-02-06 19:25:58.013575+00,lot_32,76,70.54
2026-02-06 19:25:57.914197+00,lot_30,605,71.77
2026-02-06 19:25:57.815347+00,lot_26,248,43.12
2026-02-06 19:25:57.717173+00,lot_24,112,72.41
2026-02-06 19:25:57.618295+00,lot_6,109,71.83
2026-02-06 19:25:57.418467+00,big_springs_1,253,48.37
2026-02-06 19:20:45.571764+00,lot_50,257,37.77
2026-02-06 19:20:45.463158+00,lot_32,75,70.93
2026-02-06 19:20:45.354441+00,lot_30,602,71.91
2026-02-06 19:20:45.244925+00,lot_26,248,43.12
2026-02-06 19:20:45.13593+00,lot_24,116,71.43
2026-02-06 19:20:45.027242+00,lot_6,104,73.13
2026-02-06 19:20:44.808852+00,big_springs_1,250,48.98
2026-02-06 19:16:08.437942+00,lot_50,259,37.29
2026-02-06 19:16:08.328928+00,lot_32,74,71.32
2026-02-06 19:16:08.219581+00,lot_30,600,72
2026-02-06 19:16:08.110245+00,lot_26,250,42.66
2026-02-06 19:16:08.001579+00,lot_24,116,71.43
2026-02-06 19:16:07.893273+00,lot_6,106,72.61
2026-02-06 19:16:07.674221+00,big_springs_1,250,48.98
2026-02-06 19:11:04.844643+00,lot_50,257,37.77
2026-02-06 19:11:04.735695+00,lot_32,71,72.48
2026-02-06 19:11:04.627784+00,lot_30,585,72.7
2026-02-06 19:11:04.518612+00,lot_26,251,42.43
2026-02-06 19:11:04.409237+00,lot_24,117,71.18
2026-02-06 19:11:04.301204+00,lot_6,106,72.61
2026-02-06 19:11:04.082792+00,big_springs_1,251,48.78
2026-02-06 19:06:07.016521+00,lot_50,251,39.23
2026-02-06 19:06:06.915962+00,lot_32,67,74.03
2026-02-06 19:06:06.814966+00,lot_30,549,74.38
2026-02-06 19:06:06.716417+00,lot_26,249,42.89
2026-02-06 19:06:06.616679+00,lot_24,118,70.94
2026-02-06 19:06:06.515658+00,lot_6,109,71.83
2026-02-06 19:06:06.309548+00,big_springs_1,251,48.78
2026-02-06 19:00:53.193936+00,lot_50,248,39.95
2026-02-06 19:00:53.084244+00,lot_32,62,75.97
2026-02-06 19:00:52.972264+00,lot_30,522,75.64
2026-02-06 19:00:52.862333+00,lot_26,250,42.66
2026-02-06 19:00:52.750344+00,lot_24,124,69.46
2026-02-06 19:00:52.639552+00,lot_6,111,71.32
2026-02-06 19:00:52.41751+00,big_springs_1,252,48.57
2026-02-06 18:55:58.8101+00,lot_50,248,39.95
2026-02-06 18:55:58.701169+00,lot_32,59,77.13
2026-02-06 18:55:58.592154+00,lot_30,525,75.5
2026-02-06 18:55:58.483705+00,lot_26,257,41.06
2026-02-06 18:55:58.374278+00,lot_24,132,67.49
2026-02-06 18:55:58.265473+00,lot_6,108,72.09
2026-02-06 18:55:58.044385+00,big_springs_1,247,49.59
2026-02-06 18:51:12.134613+00,lot_50,249,39.71
2026-02-06 18:51:12.036371+00,lot_32,66,74.42
2026-02-06 18:51:11.936564+00,lot_30,541,74.76
2026-02-06 18:51:11.838022+00,lot_26,260,40.37
2026-02-06 18:51:11.739394+00,lot_24,136,66.5
2026-02-06 18:51:11.639216+00,lot_6,109,71.83
2026-02-06 18:51:11.438489+00,big_springs_1,246,49.8
2026-02-06 18:45:50.216761+00,lot_50,256,38.01
2026-02-06 18:45:50.107858+00,lot_32,72,72.09
2026-02-06 18:45:49.999276+00,lot_30,575,73.17
2026-02-06 18:45:49.889652+00,lot_26,265,39.22
2026-02-06 18:45:49.780579+00,lot_24,146,64.04
2026-02-06 18:45:49.672974+00,lot_6,116,70.03
2026-02-06 18:45:49.449166+00,big_springs_1,247,49.59
2026-02-06 18:41:16.012165+00,lot_50,259,37.29
2026-02-06 18:41:15.914665+00,lot_32,83,67.83
2026-02-06 18:41:15.817101+00,lot_30,603,71.86
2026-02-06 18:41:15.71953+00,lot_26,273,37.39
2026-02-06 18:41:15.622962+00,lot_24,151,62.81
2026-02-06 18:41:15.524205+00,lot_6,121,68.73
2026-02-06 18:41:15.326982+00,big_springs_1,245,50
2026-02-06 18:35:55.146023+00,lot_50,264,36.08
2026-02-06 18:35:55.034052+00,lot_32,87,66.28
2026-02-06 18:35:54.923035+00,lot_30,640,70.14
2026-02-06 18:35:54.810153+00,lot_26,278,36.24
2026-02-06 18:35:54.697851+00,lot_24,156,61.58
2026-02-06 18:35:54.586314+00,lot_6,122,68.48
2026-02-06 18:35:54.360756+00,big_springs_1,242,50.61
2026-02-06 18:31:07.220195+00,lot_50,268,35.11
2026-02-06 18:31:07.122696+00,lot_32,89,65.5
2026-02-06 18:31:07.024624+00,lot_30,659,69.25
2026-02-06 18:31:06.926671+00,lot_26,282,35.32
2026-02-06 18:31:06.828896+00,lot_24,157,61.33
2026-02-06 18:31:06.730511+00,lot_6,126,67.44
2026-02-06 18:31:06.534087+00,big_springs_1,242,50.61
2026-02-06 18:25:52.125137+00,lot_50,274,33.66
2026-02-06 18:25:52.015534+00,lot_32,92,64.34
2026-02-06 18:25:51.904656+00,lot_30,690,67.8
2026-02-06 18:25:51.794041+00,lot_26,284,34.86
2026-02-06 18:25:51.681233+00,lot_24,157,61.33
2026-02-06 18:25:51.570203+00,lot_6,130,66.41
2026-02-06 18:25:51.348634+00,big_springs_1,241,50.82
2026-02-06 18:21:11.445613+00,lot_50,273,33.9
2026-02-06 18:21:11.346762+00,lot_32,94,63.57
2026-02-06 18:21:11.24698+00,lot_30,709,66.92
2026-02-06 18:21:11.145375+00,lot_26,284,34.86
2026-02-06 18:21:11.045718+00,lot_24,163,59.85
2026-02-06 18:21:10.947103+00,lot_6,141,63.57
2026-02-06 18:21:10.733638+00,big_springs_1,241,50.82
2026-02-06 18:16:09.852556+00,lot_50,277,32.93
2026-02-06 18:16:09.741369+00,lot_32,94,63.57
2026-02-06 18:16:09.630513+00,lot_30,716,66.59
2026-02-06 18:16:09.521138+00,lot_26,285,34.63
2026-02-06 18:16:09.410419+00,lot_24,168,58.62
2026-02-06 18:16:09.299642+00,lot_6,143,63.05
2026-02-06 18:16:09.076673+00,big_springs_1,239,51.22
2026-02-06 18:11:15.124884+00,lot_50,275,33.41
2026-02-06 18:11:15.017205+00,lot_32,95,63.18
2026-02-06 18:11:14.909674+00,lot_30,713,66.73
2026-02-06 18:11:14.802125+00,lot_26,289,33.72
2026-02-06 18:11:14.694463+00,lot_24,176,56.65
2026-02-06 18:11:14.58606+00,lot_6,150,61.24
2026-02-06 18:11:14.369894+00,big_springs_1,243,50.41
2026-02-06 18:06:02.685436+00,lot_50,274,33.66
2026-02-06 18:06:02.587579+00,lot_32,88,65.89
2026-02-06 18:06:02.488585+00,lot_30,695,67.57
2026-02-06 18:06:02.390075+00,lot_26,283,35.09
2026-02-06 18:06:02.290735+00,lot_24,179,55.91
2026-02-06 18:06:02.191626+00,lot_6,153,60.47
2026-02-06 18:06:01.984916+00,big_springs_1,243,50.41
2026-02-06 18:01:13.754602+00,lot_50,272,34.14
2026-02-06 18:01:13.655281+00,lot_32,91,64.73
2026-02-06 18:01:13.55593+00,lot_30,689,67.85
2026-02-06 18:01:13.455936+00,lot_26,288,33.94
2026-02-06 18:01:13.357957+00,lot_24,178,56.16
2026-02-06 18:01:13.258064+00,lot_6,163,57.88
2026-02-06 18:01:13.057013+00,big_springs_1,242,50.61
2026-02-06 17:55:58.321362+00,lot_50,274,33.66
2026-02-06 17:55:58.208154+00,lot_32,92,64.34
2026-02-06 17:55:58.098505+00,lot_30,704,67.15
2026-02-06 17:55:57.987716+00,lot_26,286,34.4
2026-02-06 17:55:57.87685+00,lot_24,172,57.64
2026-02-06 17:55:57.767361+00,lot_6,159,58.91
2026-02-06 17:55:57.534921+00,big_springs_1,241,50.82
2026-02-06 17:50:54.472425+00,lot_50,276,33.17
2026-02-06 17:50:54.375148+00,lot_32,92,64.34
2026-02-06 17:50:54.276891+00,lot_30,729,65.98
2026-02-06 17:50:54.179433+00,lot_26,291,33.26
2026-02-06 17:50:54.079646+00,lot_24,177,56.4
2026-02-06 17:50:53.98219+00,lot_6,164,57.62
2026-02-06 17:50:53.785672+00,big_springs_1,242,50.61
2026-02-06 17:46:01.14516+00,lot_50,282,31.72
2026-02-06 17:46:01.048193+00,lot_32,97,62.4
2026-02-06 17:46:00.950116+00,lot_30,767,64.21
2026-02-06 17:46:00.851731+00,lot_26,288,33.94
2026-02-06 17:46:00.754392+00,lot_24,181,55.42
2026-02-06 17:46:00.657054+00,lot_6,177,54.26
2026-02-06 17:46:00.455391+00,big_springs_1,241,50.82
2026-02-06 17:40:46.592302+00,lot_50,282,31.72
2026-02-06 17:40:46.481758+00,lot_32,104,59.69
2026-02-06 17:40:46.370747+00,lot_30,818,61.83
2026-02-06 17:40:46.259956+00,lot_26,292,33.03
2026-02-06 17:40:46.148162+00,lot_24,183,54.93
2026-02-06 17:40:46.035152+00,lot_6,181,53.23
2026-02-06 17:40:45.809275+00,big_springs_1,242,50.61
2026-02-06 17:36:10.239639+00,lot_50,286,30.75
2026-02-06 17:36:10.139516+00,lot_32,107,58.53
2026-02-06 17:36:10.039127+00,lot_30,869,59.45
2026-02-06 17:36:09.940621+00,lot_26,298,31.65
2026-02-06 17:36:09.841607+00,lot_24,185,54.43
2026-02-06 17:36:09.742255+00,lot_6,187,51.68
2026-02-06 17:36:09.54192+00,big_springs_1,241,50.82
2026-02-06 17:31:21.757162+00,lot_50,293,29.06
2026-02-06 17:31:21.649709+00,lot_32,110,57.36
2026-02-06 17:31:21.541562+00,lot_30,900,58
2026-02-06 17:31:21.431917+00,lot_26,300,31.19
2026-02-06 17:31:21.323021+00,lot_24,188,53.69
2026-02-06 17:31:21.214635+00,lot_6,191,50.65
2026-02-06 17:31:20.990132+00,big_springs_1,239,51.22
2026-02-06 17:25:53.539879+00,lot_50,298,27.85
2026-02-06 17:25:53.442181+00,lot_32,117,54.65
2026-02-06 17:25:53.345213+00,lot_30,923,56.93
2026-02-06 17:25:53.248191+00,lot_26,303,30.5
2026-02-06 17:25:53.150241+00,lot_24,191,52.96
2026-02-06 17:25:53.051732+00,lot_6,195,49.61
2026-02-06 17:25:52.850378+00,big_springs_1,236,51.84
2026-02-06 17:21:16.261961+00,lot_50,300,27.36
2026-02-06 17:21:16.154291+00,lot_32,122,52.71
2026-02-06 17:21:16.046292+00,lot_30,950,55.67
2026-02-06 17:21:15.938463+00,lot_26,311,28.67
2026-02-06 17:21:15.828948+00,lot_24,194,52.22
2026-02-06 17:21:15.719978+00,lot_6,199,48.58
2026-02-06 17:21:15.502365+00,big_springs_1,234,52.24
2026-02-06 17:15:52.250104+00,lot_50,303,26.63
2026-02-06 17:15:52.140699+00,lot_32,124,51.94
2026-02-06 17:15:52.0338+00,lot_30,977,54.41
2026-02-06 17:15:51.925947+00,lot_26,311,28.67
2026-02-06 17:15:51.818836+00,lot_24,196,51.72
2026-02-06 17:15:51.709526+00,lot_6,209,45.99
2026-02-06 17:15:51.471786+00,big_springs_1,233,52.45
2026-02-06 17:10:56.663122+00,lot_50,304,26.39
2026-02-06 17:10:56.555701+00,lot_32,126,51.16
2026-02-06 17:10:56.446236+00,lot_30,1002,53.24
2026-02-06 17:10:56.338189+00,lot_26,312,28.44
2026-02-06 17:10:56.2293+00,lot_24,204,49.75
2026-02-06 17:10:56.121358+00,lot_6,215,44.44
2026-02-06 17:10:55.903464+00,big_springs_1,233,52.45
2026-02-06 17:05:49.253556+00,lot_50,306,25.91
2026-02-06 17:05:49.147032+00,lot_32,130,49.61
2026-02-06 17:05:49.037631+00,lot_30,1025,52.17
2026-02-06 17:05:48.930316+00,lot_26,315,27.75
2026-02-06 17:05:48.821982+00,lot_24,211,48.03
2026-02-06 17:05:48.71318+00,lot_6,226,41.6
2026-02-06 17:05:48.494804+00,big_springs_1,234,52.24
2026-02-06 17:00:53.192224+00,lot_50,304,26.39
2026-02-06 17:00:53.078477+00,lot_32,130,49.61
2026-02-06 17:00:52.969116+00,lot_30,1032,51.84
2026-02-06 17:00:52.857444+00,lot_26,315,27.75
2026-02-06 17:00:52.746691+00,lot_24,222,45.32
2026-02-06 17:00:52.63535+00,lot_6,232,40.05
2026-02-06 17:00:52.404902+00,big_springs_1,232,52.65
2026-02-06 16:55:54.126611+00,lot_50,305,26.15
2026-02-06 16:55:54.027485+00,lot_32,134,48.06
2026-02-06 16:55:53.928318+00,lot_30,1054,50.82
2026-02-06 16:55:53.829937+00,lot_26,319,26.83
2026-02-06 16:55:53.730226+00,lot_24,225,44.58
2026-02-06 16:55:53.630892+00,lot_6,236,39.02
2026-02-06 16:55:53.428443+00,big_springs_1,230,53.06
2026-02-06 16:50:54.65457+00,lot_50,308,25.42
2026-02-06 16:50:54.554537+00,lot_32,139,46.12
2026-02-06 16:50:54.455932+00,lot_30,1087,49.28
2026-02-06 16:50:54.356261+00,lot_26,321,26.38
2026-02-06 16:50:54.2559+00,lot_24,239,41.13
2026-02-06 16:50:54.155946+00,lot_6,248,35.92
2026-02-06 16:50:53.956918+00,big_springs_1,230,53.06
2026-02-06 16:46:02.809539+00,lot_50,333,19.37
2026-02-06 16:46:02.709762+00,lot_32,155,39.92
2026-02-06 16:46:02.60973+00,lot_30,1152,46.24
2026-02-06 16:46:02.510939+00,lot_26,329,24.54
2026-02-06 16:46:02.410864+00,lot_24,256,36.95
2026-02-06 16:46:02.310267+00,lot_6,260,32.82
2026-02-06 16:46:02.108644+00,big_springs_1,230,53.06
2026-02-06 16:41:04.599586+00,lot_50,333,19.37
2026-02-06 16:41:04.490913+00,lot_32,163,36.82
2026-02-06 16:41:04.382118+00,lot_30,1279,40.32
2026-02-06 16:41:04.271549+00,lot_26,338,22.48
2026-02-06 16:41:04.162974+00,lot_24,264,34.98
2026-02-06 16:41:04.053198+00,lot_6,263,32.04
2026-02-06 16:41:03.834275+00,big_springs_1,228,53.47
2026-02-06 16:36:04.374807+00,lot_50,335,18.89
2026-02-06 16:36:04.264288+00,lot_32,175,32.17
2026-02-06 16:36:04.154879+00,lot_30,1304,39.15
2026-02-06 16:36:04.04382+00,lot_26,343,21.33
2026-02-06 16:36:03.932838+00,lot_24,274,32.51
2026-02-06 16:36:03.821079+00,lot_6,271,29.97
2026-02-06 16:36:03.581719+00,big_springs_1,228,53.47
2026-02-06 16:31:08.624882+00,lot_50,337,18.4
2026-02-06 16:31:08.526081+00,lot_32,179,30.62
2026-02-06 16:31:08.427844+00,lot_30,1344,37.28
2026-02-06 16:31:08.328323+00,lot_26,346,20.64
2026-02-06 16:31:08.228634+00,lot_24,280,31.03
2026-02-06 16:31:08.128796+00,lot_6,284,26.61
2026-02-06 16:31:07.926328+00,big_springs_1,228,53.47
2026-02-06 16:25:48.849461+00,lot_50,341,17.43
2026-02-06 16:25:48.750871+00,lot_32,186,27.91
2026-02-06 16:25:48.65272+00,lot_30,1393,35
2026-02-06 16:25:48.552907+00,lot_26,356,18.35
2026-02-06 16:25:48.451614+00,lot_24,285,29.8
2026-02-06 16:25:48.353003+00,lot_6,293,24.29
2026-02-06 16:25:48.139178+00,big_springs_1,227,53.67
2026-02-06 16:20:58.894057+00,lot_50,342,17.19
2026-02-06 16:20:58.785975+00,lot_32,191,25.97
2026-02-06 16:20:58.678206+00,lot_30,1421,33.69
2026-02-06 16:20:58.569203+00,lot_26,359,17.66
2026-02-06 16:20:58.460895+00,lot_24,297,26.85
2026-02-06 16:20:58.352758+00,lot_6,297,23.26
2026-02-06 16:20:58.13473+00,big_springs_1,224,54.29
2026-02-06 16:15:55.933925+00,lot_50,343,16.95
2026-02-06 16:15:55.822991+00,lot_32,196,24.03
2026-02-06 16:15:55.711417+00,lot_30,1447,32.48
2026-02-06 16:15:55.599784+00,lot_26,361,17.2
2026-02-06 16:15:55.488722+00,lot_24,305,24.88
2026-02-06 16:15:55.375469+00,lot_6,301,22.22
2026-02-06 16:15:55.150288+00,big_springs_1,225,54.08
2026-02-06 16:11:07.65735+00,lot_50,342,17.19
2026-02-06 16:11:07.55985+00,lot_32,200,22.48
2026-02-06 16:11:07.460606+00,lot_30,1480,30.94
2026-02-06 16:11:07.361279+00,lot_26,370,15.14
2026-02-06 16:11:07.261606+00,lot_24,305,24.88
2026-02-06 16:11:07.16189+00,lot_6,305,21.19
2026-02-06 16:11:06.950823+00,big_springs_1,226,53.88
2026-02-06 16:05:57.748709+00,lot_50,343,16.95
2026-02-06 16:05:57.648525+00,lot_32,208,19.38
2026-02-06 16:05:57.549554+00,lot_30,1509,29.58
2026-02-06 16:05:57.450484+00,lot_26,370,15.14
2026-02-06 16:05:57.35218+00,lot_24,317,21.92
2026-02-06 16:05:57.254175+00,lot_6,310,19.9
2026-02-06 16:05:57.054587+00,big_springs_1,228,53.47
2026-02-06 16:01:05.004046+00,lot_50,345,16.46
2026-02-06 16:01:04.895611+00,lot_32,210,18.6
2026-02-06 16:01:04.78633+00,lot_30,1541,28.09
2026-02-06 16:01:04.677876+00,lot_26,373,14.45
2026-02-06 16:01:04.568594+00,lot_24,320,21.18
2026-02-06 16:01:04.459545+00,lot_6,320,17.31
2026-02-06 16:01:04.227436+00,big_springs_1,228,53.47
2026-02-06 15:56:02.827348+00,lot_50,346,16.22
2026-02-06 15:56:02.727435+00,lot_32,212,17.83
2026-02-06 15:56:02.627691+00,lot_30,1569,26.78
2026-02-06 15:56:02.528673+00,lot_26,374,14.22
2026-02-06 15:56:02.430182+00,lot_24,327,19.46
2026-02-06 15:56:02.331669+00,lot_6,327,15.5
2026-02-06 15:56:02.125304+00,big_springs_1,227,53.67
2026-02-06 15:51:04.258462+00,lot_50,353,14.53
2026-02-06 15:51:04.148561+00,lot_32,222,13.95
2026-02-06 15:51:04.039497+00,lot_30,1619,24.45
2026-02-06 15:51:03.930116+00,lot_26,370,15.14
2026-02-06 15:51:03.819718+00,lot_24,333,17.98
2026-02-06 15:51:03.71096+00,lot_6,329,14.99
2026-02-06 15:51:03.489973+00,big_springs_1,226,53.88
2026-02-06 15:46:06.159907+00,lot_50,357,13.56
2026-02-06 15:46:06.059803+00,lot_32,230,10.85
2026-02-06 15:46:05.960387+00,lot_30,1675,21.84
2026-02-06 15:46:05.861108+00,lot_26,352,19.27
2026-02-06 15:46:05.761027+00,lot_24,342,15.76
2026-02-06 15:46:05.661489+00,lot_6,334,13.7
2026-02-06 15:46:05.448427+00,big_springs_1,226,53.88
2026-02-06 15:41:21.318464+00,lot_50,366,11.38
2026-02-06 15:41:21.21868+00,lot_32,238,7.75
2026-02-06 15:41:21.11922+00,lot_30,1729,19.32
